1.969895999999999958e+03,-1.084061999999999898e+03,5.492841000000000529e-01
2.318726000000000113e+03,-1.100073000000000093e+03,4.694261000000000128e-01
1.866407999999999902e+03,-7.187938000000000329e+02,5.858569999999999611e-01
1.942787000000000035e+03,-6.594801999999999680e+02,6.533069999999999711e-01
1.868348999999999933e+03,-6.260434999999999945e+02,5.800353000000000314e-01
2.242916999999999916e+03,-5.590196999999999434e+02,5.713167000000000106e-01
2.480867000000000189e+03,-2.784639999999999986e+02,8.879245999999999528e-01
2.282338000000000193e+03,-1.194021999999999935e+02,9.268954999999999833e-01
2.495005999999999858e+03,-3.781790000000000151e-02,1.074095999999999940e+00
2.346577999999999975e+03,1.962978999999999985e+02,1.288075999999999999e+00
2.478960999999999785e+03,4.719026999999999816e+02,1.574961000000000055e+00
9.286423999999999523e+02,-1.091355999999999995e+03,3.600253999999999954e-01
1.165839999999999918e+03,-1.088804000000000087e+03,5.205132000000000092e-01
1.517423000000000002e+03,-1.089490999999999985e+03,6.478422000000000347e-01
1.472622000000000071e+03,-8.233582000000000107e+02,5.828143000000000074e-01
1.253231999999999971e+03,-5.094311000000000149e+02,6.415545999999999749e-01
1.458872000000000071e+03,-5.331860000000000355e+02,6.612909999999999622e-01
1.915993999999999915e+03,-1.102157000000000053e+01,1.019263000000000030e+00
1.660243999999999915e+03,1.566540999999999997e+02,8.997230000000000505e-01
2.142684999999999945e+03,1.741614999999999895e+02,1.137717000000000089e+00
1.947777000000000044e+03,3.031265999999999963e+02,9.625574999999999548e-01
2.164612999999999829e+03,4.016145000000000209e+02,1.335037000000000029e+00
1.718326000000000022e+03,4.780049999999999955e+02,1.065703999999999985e+00
2.209980000000000018e+03,7.430915999999999713e+02,1.634930999999999912e+00
2.411710000000000036e+03,7.444679999999999609e+02,1.781174000000000035e+00
2.312224999999999909e+03,1.037719000000000051e+03,1.943025999999999920e+00
2.594146999999999935e+03,1.030833000000000084e+03,2.281292999999999793e+00
1.570039999999999907e+02,-1.041489000000000033e+03,9.339557000000000553e-01
6.285421000000000049e+02,-1.078465999999999894e+03,6.556167000000000522e-01
2.938500999999999976e+02,-7.690593999999999824e+02,8.636760999999999466e-01
6.336520000000000437e+02,-7.652363000000000284e+02,6.666847999999999663e-01
9.924373000000000502e+02,-6.803501999999999725e+02,6.510108000000000006e-01
6.298925000000000409e+02,-4.932970000000000255e+02,8.809006999999999810e-01
1.017825000000000045e+03,-3.496927999999999770e+02,6.650420999999999694e-01
1.209598999999999933e+03,-1.023020999999999958e+02,7.102235000000000076e-01
9.654279000000000224e+02,1.451747000000000014e+02,8.039910999999999586e-01
1.304507000000000062e+03,3.032298999999999864e+02,9.242839000000000471e-01
1.149619999999999891e+03,5.386636999999999489e+02,1.014520000000000088e+00
1.405440000000000055e+03,7.525122000000000071e+02,1.256990000000000052e+00
1.769289999999999964e+03,7.575013000000000147e+02,1.376975000000000060e+00
1.660162000000000035e+03,1.054631000000000085e+03,1.669381999999999922e+00
1.985321999999999889e+03,1.050474999999999909e+03,1.790000000000000036e+00
-2.208705999999999960e+02,-1.022916000000000054e+03,1.024596000000000062e+00
-4.306892000000000280e+02,-8.844579999999999700e+02,1.046248000000000067e+00
-1.275943000000000040e+02,-7.804509000000000469e+02,9.340013000000000343e-01
1.007895999999999930e+02,-3.484914999999999736e+02,8.567611000000000532e-01
3.599966000000000008e+02,-4.404345000000000141e+02,1.079093999999999998e+00
9.405218000000000700e+01,-7.579813000000000045e+01,8.874231000000000202e-01
2.179933000000000050e+02,-1.439815999999999860e+02,8.497736999999999652e-01
2.911250000000000000e+02,-6.471853000000000122e+01,9.510621000000000214e-01
6.397469999999999573e+02,-8.179194999999999993e+01,8.499120000000000008e-01
4.130371000000000237e+01,4.303081000000000245e+01,8.633845999999999465e-01
1.535003000000000100e+02,1.547913999999999923e+01,8.455886999999999709e-01
1.811879000000000133e+02,1.370716999999999928e+02,8.673994999999999900e-01
2.894635000000000105e+02,3.196115999999999957e+01,8.300494999999999957e-01
3.724160999999999717e+02,4.283131999999999806e+01,9.135680000000000467e-01
6.558808000000000504e+01,1.659673999999999978e+02,9.631963999999999526e-01
1.357336999999999989e+02,2.316665999999999883e+02,9.147378000000000453e-01
2.676096000000000004e+02,1.977582999999999913e+02,8.528531000000000306e-01
5.553690000000000282e+02,2.152428999999999917e+02,8.585104999999999542e-01
4.718344000000000165e+02,4.705328999999999837e+02,1.016656999999999922e+00
5.646250000000000000e+02,5.967567000000000235e+02,1.023654000000000064e+00
8.338819999999999482e+02,6.441586999999999534e+02,1.025284000000000084e+00
6.096997999999999820e+02,7.980855999999999995e+02,1.077355000000000063e+00
1.137570999999999913e+03,8.067756000000000540e+02,1.228534999999999933e+00
8.069148999999999887e+02,1.063592000000000098e+03,1.300402000000000058e+00
1.245329999999999927e+03,1.044375000000000000e+03,1.497503999999999946e+00
-7.528808000000000220e+02,-8.172228999999999814e+02,1.291266000000000025e+00
-6.470607999999999720e+02,-8.708740999999999985e+02,1.159810000000000008e+00
-1.094739000000000033e+03,-7.538459000000000287e+02,1.408031999999999950e+00
-6.228823999999999614e+02,-6.635312999999999874e+02,1.206499999999999906e+00
-4.407253000000000043e+02,-7.180375000000000227e+02,1.068758000000000097e+00
-8.985506000000000313e+02,-4.680362000000000080e+02,1.255957999999999908e+00
-7.934543999999999642e+02,-5.995457999999999856e+02,1.272750000000000048e+00
-5.323980000000000246e+02,-5.770313999999999623e+02,1.083564999999999889e+00
-6.681647000000000389e+02,-3.532966999999999871e+02,1.043992999999999949e+00
-6.228663000000000238e+02,-4.379390999999999963e+02,1.091436000000000073e+00
-4.970106000000000108e+02,-3.910237999999999943e+02,9.545825000000000005e-01
-6.544063999999999623e+02,-2.093255999999999872e+01,1.018076999999999899e+00
-4.874008999999999787e+02,-6.630880999999999403e+01,9.022963000000000511e-01
-6.191915000000000191e+02,1.132595000000000027e+02,1.009873999999999938e+00
-3.844353999999999871e+01,9.329210000000000491e+01,7.947600000000000220e-01
-6.015907999999999447e+02,2.602561000000000035e+02,1.073922999999999961e+00
-3.592918999999999983e+02,2.951136000000000195e+02,9.220580000000000442e-01
-1.996021000000000072e+02,2.688620000000000232e+02,7.622541000000000455e-01
-1.461405000000000030e+02,2.536142000000000110e+02,7.654189999999999605e-01
-2.409086000000000070e+02,4.025797999999999774e+02,8.737880999999999565e-01
-2.161414000000000044e+02,3.196351000000000226e+02,8.539478999999999820e-01
-1.887697000000000003e+02,4.297522000000000162e+02,8.887022999999999451e-01
-1.374915000000000020e+02,3.378604000000000269e+02,8.484237000000000029e-01
-1.152066999999999979e+02,4.138070000000000164e+02,8.763037000000000187e-01
7.910996000000000095e+01,4.570693999999999733e+02,9.305261999999999700e-01
-8.325977000000000317e+01,7.347150000000000318e+02,9.456348999999999450e-01
2.796259000000000015e+02,6.191556000000000495e+02,9.620191999999999632e-01
2.602579000000000065e+02,8.139009999999999536e+02,9.800959999999999672e-01
8.819047999999999377e+01,1.069145999999999958e+03,9.950620000000000021e-01
4.190145999999999731e+02,1.074826999999999998e+03,1.111955000000000027e+00
-1.696497000000000071e+03,-9.711567999999999756e+02,1.531165000000000109e+00
-1.551449000000000069e+03,-9.986540999999999713e+02,1.410695000000000032e+00
-1.655515000000000100e+03,-7.688785000000000309e+02,1.251012999999999931e+00
-1.481593000000000075e+03,-7.951570000000000391e+02,1.195581000000000005e+00
-1.800380000000000109e+03,-7.198458000000000538e+02,1.355269999999999975e+00
-1.640445999999999913e+03,-6.358392000000000053e+02,1.211033000000000026e+00
-1.318911000000000058e+03,-7.525403999999999769e+02,1.237873000000000001e+00
-1.510674999999999955e+03,-5.834657999999999447e+02,1.093010000000000037e+00
-1.222494999999999891e+03,-5.208905999999999494e+02,1.190971000000000002e+00
-1.297275000000000091e+03,-2.899529999999999745e+02,9.960544000000000064e-01
-9.235353999999999814e+02,-7.221447999999999467e+01,1.116376999999999953e+00
-1.319714999999999918e+03,4.129601999999999862e+01,8.140064999999999662e-01
-1.185463999999999942e+03,7.568334000000000117e+01,8.694108999999999865e-01
-1.010932999999999993e+03,1.528232000000000141e+02,9.587234000000000034e-01
-8.890452999999999975e+02,7.038741000000000270e+01,1.055190000000000072e+00
-1.160911000000000058e+03,2.730792999999999893e+02,8.661733999999999822e-01
-7.195030000000000427e+02,3.976086999999999989e+02,1.073749999999999982e+00
-1.149902000000000044e+03,4.958559000000000196e+02,8.469712000000000351e-01
-9.395090000000000146e+02,4.984273000000000025e+02,1.030146000000000006e+00
-7.028446999999999889e+02,6.149905999999999722e+02,1.119512000000000063e+00
-8.746344000000000278e+02,6.809434999999999718e+02,1.051655999999999924e+00
-4.240688999999999851e+02,7.339142000000000507e+02,1.022246999999999906e+00
-8.635384999999999991e+02,8.839152000000000271e+02,9.509225999999999512e-01
-5.758977999999999611e+02,8.164632000000000289e+02,9.963366000000000167e-01
-4.324503000000000270e+02,8.891980999999999540e+02,9.872779999999999889e-01
-9.113067999999999529e+02,9.515788999999999760e+02,9.248644999999999783e-01
-5.788429999999999609e+02,9.699161000000000286e+02,9.354025999999999730e-01
-3.427305000000000064e+02,1.070509000000000015e+03,8.990086000000000466e-01
-2.483422999999999774e+03,-9.662190000000000509e+02,1.829587999999999992e+00
-2.330934999999999945e+03,-9.734836000000000240e+02,1.694800000000000084e+00
-2.107137000000000171e+03,-9.631011999999999489e+02,1.677545000000000064e+00
-2.499456000000000131e+03,-7.946523999999999432e+02,1.676687999999999956e+00
-2.137802999999999884e+03,-8.368445000000000391e+02,1.728089999999999904e+00
-2.303019999999999982e+03,-7.338844000000000278e+02,1.624300000000000077e+00
-2.060646000000000186e+03,-6.813935000000000173e+02,1.488841000000000081e+00
-1.756151000000000067e+03,-4.474062999999999874e+02,1.216782999999999948e+00
-2.027644000000000005e+03,-2.010218000000000131e+02,1.177432000000000034e+00
-1.650726000000000113e+03,7.727024000000000115e+01,8.230920999999999932e-01
-1.989615999999999985e+03,2.617903000000000020e+02,9.112301000000000428e-01
-1.957671000000000049e+03,4.565215000000000032e+02,8.088739000000000345e-01
-1.838618999999999915e+03,4.276816000000000031e+02,-1.184379000000000071e+00
-1.763656999999999925e+03,4.213018999999999892e+02,8.150984999999999481e-01
-1.492721000000000004e+03,3.785996000000000095e+02,6.256011999999999684e-01
-1.339423000000000002e+03,4.537694999999999936e+02,6.976782999999999735e-01
-1.566135999999999967e+03,5.076951000000000249e+02,6.783605000000000329e-01
-1.384327999999999975e+03,5.614577000000000453e+02,6.951446000000000014e-01
-1.782277000000000044e+03,6.435297000000000480e+02,7.136685999999999863e-01
-1.574131000000000085e+03,7.274629999999999654e+02,6.837235000000000396e-01
-1.406988000000000056e+03,7.342128000000000156e+02,6.497220999999999691e-01
-1.302662000000000035e+03,8.681969000000000278e+02,6.965706999999999871e-01
-1.089032999999999902e+03,7.969628999999999905e+02,8.191684000000000188e-01
-1.194967000000000098e+03,1.003586999999999989e+03,7.201484000000000218e-01
-2.509184999999999945e+03,-1.170656000000000034e+02,1.402179999999999982e+00
-2.581190000000000055e+03,1.064895999999999958e+02,1.244825999999999988e+00
-2.366773000000000138e+03,5.975663999999999731e+01,1.186673000000000089e+00
-2.363335000000000036e+03,3.167164999999999964e+02,1.032637999999999945e+00
-2.167791000000000167e+03,3.098650000000000091e+02,1.006575999999999915e+00
-2.612382999999999811e+03,4.135298000000000229e+02,1.101623999999999937e+00
-2.337193999999999960e+03,5.047955999999999790e+02,1.023214999999999986e+00
-2.055476999999999862e+03,5.837853000000000065e+02,7.750181000000000431e-01
-2.615500000000000000e+03,6.727734000000000378e+02,9.889668000000000347e-01
-2.497992000000000189e+03,7.264102000000000317e+02,8.927353000000000094e-01
-2.436807999999999993e+03,6.696151999999999589e+02,9.073757000000000073e-01
-2.280199000000000069e+03,6.894799000000000433e+02,8.293068999999999580e-01
-2.500197000000000116e+03,8.172903000000000020e+02,8.852815000000000545e-01
-2.285077000000000226e+03,8.426289000000000442e+02,8.172686000000000117e-01
-1.937744999999999891e+03,9.511598000000000184e+02,6.664170000000000371e-01
-1.693825000000000045e+03,1.056488000000000056e+03,5.732688999999999702e-01
